machine_id,operator_id,window,anomaly_score,reason,habit_vs_bottleneck
EXC001,OP1025,2025-04-19 11:30:00,0.641501618145102,15 belt-unfastened minute(s) this window,unclassified
EXC001,OP1025,2025-04-19 11:45:00,0.6367883710572781,15 belt-unfastened minute(s) this window,unclassified
EXC001,OP1026,2025-05-21 21:45:00,0.6431242943973505,15 belt-unfastened minute(s) this window,unclassified
EXC001,OP1026,2025-05-21 23:15:00,0.6018974170130293,high fuel per cycle vs your baseline,unclassified
EXC001,OP1026,2025-05-22 00:15:00,0.6378152051864128,15 belt-unfastened minute(s) this window,unclassified
EXC001,OP1026,2025-05-22 03:15:00,0.6471252431894137,15 belt-unfastened minute(s) this window,unclassified
EXC001,OP1027,2025-03-22 09:15:00,0.6363385455463325,idle ratio 100% vs your usual 33%; 15 belt-unfastened minute(s) this window,unclassified
EXC001,OP1027,2025-03-22 11:15:00,0.6418264329601532,idle ratio 100% vs your usual 33%; 15 belt-unfastened minute(s) this window,unclassified
EXC001,OP1027,2025-03-22 11:30:00,0.656521385937316,idle ratio 100% vs your usual 33%; 15 belt-unfastened minute(s) this window,unclassified
EXC001,OP1027,2025-03-22 11:45:00,0.6407417231405653,idle ratio 100% vs your usual 33%; 15 belt-unfastened minute(s) this window,unclassified
EXC001,OP1027,2025-03-22 12:00:00,0.6533814356728922,idle ratio 100% vs your usual 33%; 15 belt-unfastened minute(s) this window,unclassified
EXC001,OP1027,2025-03-22 12:15:00,0.6471498049753417,idle ratio 100% vs your usual 33%; 15 belt-unfastened minute(s) this window,unclassified
EXC001,OP1027,2025-03-22 13:30:00,0.6819573877795151,idle ratio 93% vs your usual 33%; 14 belt-unfastened minute(s) this window,unclassified
EXC001,OP1027,2025-03-22 14:15:00,0.678867951164676,idle ratio 87% vs your usual 33%; 13 belt-unfastened minute(s) this window,unclassified
EXC001,OP1027,2025-03-22 16:30:00,0.6219210163796403,idle ratio 100% vs your usual 33%; 10 belt-unfastened minute(s) this window,unclassified
EXC001,OP1027,2025-04-06 07:45:00,0.603547552473574,idle ratio 83% vs your usual 33%,unclassified
EXC001,OP1027,2025-04-06 10:30:00,0.6706513806363069,idle ratio 87% vs your usual 33%; 13 belt-unfastened minute(s) this window; high fuel per cycle vs your baseline,unclassified
EXC001,OP1027,2025-04-06 11:30:00,0.6836193105389613,12 belt-unfastened minute(s) this window; high fuel per cycle vs your baseline,site_bottleneck
EXC001,OP1027,2025-05-27 09:30:00,0.6432400944062364,idle ratio 100% vs your usual 33%; 15 belt-unfastened minute(s) this window,unclassified
EXC001,OP1027,2025-05-27 13:15:00,0.6773644552649692,12 belt-unfastened minute(s) this window; high fuel per cycle vs your baseline,unclassified
EXC001,OP1027,2025-05-27 14:00:00,0.6035501507429686,10 belt-unfastened minute(s) this window,site_bottleneck
EXC001,OP1027,2025-05-27 15:15:00,0.6741244285163387,11 belt-unfastened minute(s) this window; high fuel per cycle vs your baseline,unclassified
EXC001,OP1027,2025-06-08 08:00:00,0.6288464923501105,idle ratio 100% vs your usual 33%,unclassified
EXC001,OP1027,2025-06-08 14:15:00,0.598522655336051,high fuel per cycle vs your baseline,operator_habit
EXC001,OP1028,2025-03-17 11:15:00,0.6790139242743225,9 belt-unfastened minute(s) this window; high fuel per cycle vs your baseline,unclassified
EXC001,OP1028,2025-03-17 13:15:00,0.6735719615719105,7 belt-unfastened minute(s) this window; high fuel per cycle vs your baseline,unclassified
EXC001,OP1028,2025-03-29 12:15:00,0.6297324439347625,3 belt-unfastened minute(s) this window; high fuel per cycle vs your baseline,unclassified
EXC001,OP1028,2025-04-07 07:15:00,0.606160035952078,idle ratio 100% vs your usual 13%,unclassified
EXC001,OP1028,2025-04-07 08:15:00,0.6153456313448237,high fuel per cycle vs your baseline,unclassified
EXC001,OP1028,2025-04-16 16:00:00,0.6327258126500671,unusually low load-cycle throughput this window,unclassified
EXC001,OP1029,2025-04-23 07:45:00,0.6346796252569289,idle ratio 100% vs your usual 31%,unclassified
EXC001,OP1030,2025-03-19 11:45:00,0.6099019456839329,high fuel per cycle vs your baseline,operator_habit
EXC001,OP1030,2025-03-19 12:30:00,0.6424631195197928,idle ratio 100% vs your usual 32%; 15 belt-unfastened minute(s) this window,unclassified
EXC001,OP1030,2025-03-19 13:30:00,0.6010950795478199,high fuel per cycle vs your baseline,unclassified
EXC001,OP1030,2025-03-19 16:15:00,0.6440910503703196,idle ratio 100% vs your usual 32%; 15 belt-unfastened minute(s) this window,unclassified
EXC001,OP1030,2025-05-04 08:15:00,0.6688334658587577,idle ratio 87% vs your usual 32%; 13 belt-unfastened minute(s) this window,site_bottleneck
EXC001,OP1030,2025-05-04 09:45:00,0.6685593000107055,11 belt-unfastened minute(s) this window; high fuel per cycle vs your baseline,unclassified
EXC001,OP1030,2025-05-04 13:15:00,0.667560009606198,11 belt-unfastened minute(s) this window; high fuel per cycle vs your baseline,site_bottleneck
EXC001,OP1030,2025-05-04 15:45:00,0.6433085493927272,high fuel per cycle vs your baseline,unclassified
EXC001,OP1031,2025-03-30 10:30:00,0.5988753309563475,high fuel per cycle vs your baseline,unclassified
EXC001,OP1032,2025-03-26 05:00:00,0.6886284410852892,unusually low load-cycle throughput this window,unclassified
EXC001,OP1033,2025-04-30 09:15:00,0.605766609975537,idle ratio 73% vs your usual 30%; high fuel per cycle vs your baseline,unclassified
EXC001,OP1033,2025-04-30 11:45:00,0.6083005800250574,idle ratio 73% vs your usual 30%; high fuel per cycle vs your baseline,site_bottleneck
EXC001,OP1033,2025-04-30 15:30:00,0.6726007607184927,10 belt-unfastened minute(s) this window; high fuel per cycle vs your baseline,unclassified
EXC001,OP1033,2025-04-30 16:45:00,0.6713185192229649,unusually low load-cycle throughput this window,unclassified
EXC001,OP1033,2025-06-02 15:45:00,0.68197471753442,unusually low load-cycle throughput this window,unclassified
EXC001,OP1034,2025-05-18 15:45:00,0.6069179724800488,idle ratio 80% vs your usual 14%; high fuel per cycle vs your baseline,site_bottleneck
EXC001,OP1035,2025-04-22 07:45:00,0.6295451820342557,idle ratio 100% vs your usual 33%,unclassified
EXC001,OP1035,2025-04-22 11:30:00,0.6738964154046561,11 belt-unfastened minute(s) this window; high fuel per cycle vs your baseline,unclassified
EXC001,OP1035,2025-04-22 13:45:00,0.6007388220241894,high fuel per cycle vs your baseline,unclassified
EXC001,OP1035,2025-06-07 12:00:00,0.6650012749245449,idle ratio 80% vs your usual 33%; 12 belt-unfastened minute(s) this window; high fuel per cycle vs your baseline,unclassified
EXC001,OP1035,2025-06-07 15:15:00,0.6844294833547987,idle ratio 93% vs your usual 33%; 14 belt-unfastened minute(s) this window,operator_habit
EXC001,OP1037,2025-04-08 19:45:00,0.5995584995230598,idle ratio 100% vs your usual 14%,unclassified
EXC001,OP1037,2025-04-09 04:45:00,0.6731377996056142,unusually low load-cycle throughput this window,unclassified
EXC001,OP1039,2025-05-20 08:30:00,0.6460751722989765,idle ratio 100% vs your usual 31%; 15 belt-unfastened minute(s) this window,unclassified
EXC001,OP1039,2025-05-20 08:45:00,0.6422095661152697,idle ratio 100% vs your usual 31%; 15 belt-unfastened minute(s) this window,unclassified
EXC001,OP1039,2025-05-20 09:00:00,0.6352553416887822,idle ratio 100% vs your usual 31%; 15 belt-unfastened minute(s) this window,unclassified
EXC001,OP1039,2025-05-20 09:15:00,0.640116763024609,idle ratio 100% vs your usual 31%; 15 belt-unfastened minute(s) this window,unclassified
EXC001,OP1039,2025-05-20 10:30:00,0.6079579099665673,idle ratio 87% vs your usual 31%; high fuel per cycle vs your baseline,unclassified
EXC001,OP1039,2025-06-03 12:45:00,0.6518971349243589,7 belt-unfastened minute(s) this window; high fuel per cycle vs your baseline,unclassified
EXC001,OP1040,2025-06-09 07:15:00,0.6163921915953994,idle ratio 100% vs your usual 14%,unclassified
EXC001,OP1040,2025-06-09 14:45:00,0.6708644679195744,unusually low load-cycle throughput this window,unclassified
EXC002,OP1001,2025-03-29 08:00:00,0.6565849813072054,idle ratio 87% vs your usual 33%; 13 belt-unfastened minute(s) this window,operator_habit
EXC002,OP1002,2025-04-02 09:15:00,0.5984533451823045,high fuel per cycle vs your baseline,unclassified
EXC002,OP1002,2025-04-02 11:15:00,0.6407201686744854,15 belt-unfastened minute(s) this window,unclassified
EXC002,OP1002,2025-04-02 11:30:00,0.6330666120893217,15 belt-unfastened minute(s) this window,unclassified
EXC002,OP1002,2025-04-02 11:45:00,0.6345675232277658,15 belt-unfastened minute(s) this window,unclassified
EXC002,OP1002,2025-04-02 12:00:00,0.637857875776585,15 belt-unfastened minute(s) this window,unclassified
EXC002,OP1002,2025-04-02 12:15:00,0.6602218354051382,12 belt-unfastened minute(s) this window; high fuel per cycle vs your baseline,unclassified
EXC002,OP1002,2025-04-02 13:30:00,0.6015983518028726,high fuel per cycle vs your baseline,site_bottleneck
EXC002,OP1003,2025-03-27 21:30:00,0.5977143070996056,idle ratio 73% vs your usual 28%; high fuel per cycle vs your baseline,unclassified
EXC002,OP1003,2025-03-28 00:45:00,0.6118982348013747,7 belt-unfastened minute(s) this window; high fuel per cycle vs your baseline,unclassified
EXC002,OP1005,2025-03-17 07:45:00,0.6212436585777789,idle ratio 100% vs your usual 15%,unclassified
EXC002,OP1005,2025-03-17 15:15:00,0.6089558839879864,idle ratio 100% vs your usual 15%,site_bottleneck
EXC002,OP1006,2025-06-11 11:00:00,0.6165283646116072,8 belt-unfastened minute(s) this window; high fuel per cycle vs your baseline,unclassified
EXC002,OP1007,2025-04-04 16:15:00,0.6709530142043083,unusually low load-cycle throughput this window,unclassified
EXC002,OP1007,2025-05-04 10:15:00,0.6387423274286652,15 belt-unfastened minute(s) this window,unclassified
EXC002,OP1007,2025-05-04 10:30:00,0.6451511899327069,15 belt-unfastened minute(s) this window,unclassified
EXC002,OP1007,2025-05-04 10:45:00,0.632424451692739,15 belt-unfastened minute(s) this window,unclassified
EXC002,OP1007,2025-05-04 11:00:00,0.6399058258236945,15 belt-unfastened minute(s) this window,unclassified
EXC002,OP1007,2025-05-18 10:15:00,0.629342648771045,9 belt-unfastened minute(s) this window; high fuel per cycle vs your baseline,unclassified
EXC002,OP1007,2025-05-18 16:45:00,0.6037801675601421,mildly elevated vs baseline: idle ratio 100% vs your usual 59%,unclassified
EXC002,OP1008,2025-03-20 08:00:00,0.6656297365838227,11 belt-unfastened minute(s) this window; high fuel per cycle vs your baseline,site_bottleneck
EXC002,OP1008,2025-03-20 15:00:00,0.6383800121770814,15 belt-unfastened minute(s) this window,unclassified
EXC002,OP1008,2025-05-30 08:30:00,0.6462433645259406,15 belt-unfastened minute(s) this window,site_bottleneck
EXC002,OP1008,2025-05-30 08:45:00,0.6440008940696447,15 belt-unfastened minute(s) this window,unclassified
EXC002,OP1008,2025-05-30 09:00:00,0.6392504704490856,15 belt-unfastened minute(s) this window,unclassified
EXC002,OP1008,2025-05-30 09:30:00,0.6050392402577891,high fuel per cycle vs your baseline,operator_habit
EXC002,OP1008,2025-05-30 14:00:00,0.6394706151068775,15 belt-unfastened minute(s) this window,unclassified
EXC002,OP1010,2025-03-28 07:30:00,0.6133067130542961,idle ratio 100% vs your usual 14%,site_bottleneck
EXC002,OP1013,2025-04-21 08:00:00,0.6134132025016971,idle ratio 100% vs your usual 13%,site_bottleneck
EXC002,OP1015,2025-04-06 14:00:00,0.600965813538573,8 belt-unfastened minute(s) this window; high fuel per cycle vs your baseline,unclassified
EXC002,OP1015,2025-04-17 07:45:00,0.6191108261009018,idle ratio 100% vs your usual 33%,site_bottleneck
EXC002,OP1016,2025-03-23 14:15:00,0.6350667873495278,15 belt-unfastened minute(s) this window,unclassified
EXC002,OP1016,2025-03-23 14:30:00,0.6485361869529327,13 belt-unfastened minute(s) this window,unclassified
EXC002,OP1016,2025-03-23 15:00:00,0.6013781373173309,high fuel per cycle vs your baseline,unclassified
EXC002,OP1016,2025-03-23 15:15:00,0.6146389573109374,8 belt-unfastened minute(s) this window; high fuel per cycle vs your baseline,unclassified
EXC002,OP1016,2025-05-23 07:30:00,0.6373817248433816,mildly elevated vs baseline: idle ratio 100% vs your usual 59%,operator_habit
EXC002,OP1016,2025-05-23 10:00:00,0.6325756518679176,15 belt-unfastened minute(s) this window,unclassified
EXC002,OP1016,2025-05-23 10:15:00,0.634782229393634,15 belt-unfastened minute(s) this window,unclassified
EXC002,OP1016,2025-05-23 10:30:00,0.6378785833227146,15 belt-unfastened minute(s) this window,unclassified
EXC002,OP1016,2025-05-23 10:45:00,0.6376180933765893,15 belt-unfastened minute(s) this window,unclassified
EXC002,OP1016,2025-05-23 11:00:00,0.6388120775053978,15 belt-unfastened minute(s) this window,unclassified
EXC002,OP1016,2025-05-23 14:30:00,0.611770801961678,mildly elevated vs baseline: idle ratio 100% vs your usual 59%,unclassified
EXC002,OP1016,2025-06-05 10:15:00,0.6496806888978016,12 belt-unfastened minute(s) this window,operator_habit
EXC002,OP1017,2025-05-19 11:30:00,0.6174250738078884,8 belt-unfastened minute(s) this window; high fuel per cycle vs your baseline,unclassified
EXC002,OP1017,2025-05-20 08:00:00,0.6379204424619658,idle ratio 100% vs your usual 12%,unclassified
EXC002,OP1017,2025-05-20 12:15:00,0.6172112881131095,high fuel per cycle vs your baseline,unclassified
EXC002,OP1017,2025-05-26 07:45:00,0.655054679044902,idle ratio 100% vs your usual 12%,site_bottleneck
EXC002,OP1017,2025-05-26 10:15:00,0.6356566514546101,8 belt-unfastened minute(s) this window; high fuel per cycle vs your baseline,unclassified
EXC002,OP1018,2025-05-03 08:45:00,0.6546096166875627,idle ratio 80% vs your usual 33%; 12 belt-unfastened minute(s) this window; high fuel per cycle vs your baseline,operator_habit
EXC002,OP1018,2025-05-03 10:00:00,0.6585440341332112,idle ratio 80% vs your usual 33%; 12 belt-unfastened minute(s) this window; high fuel per cycle vs your baseline,unclassified
EXC002,OP1018,2025-05-03 12:15:00,0.6565848483663185,11 belt-unfastened minute(s) this window; high fuel per cycle vs your baseline,site_bottleneck
EXC002,OP1018,2025-05-03 12:45:00,0.6546187526569297,idle ratio 80% vs your usual 33%; 12 belt-unfastened minute(s) this window; high fuel per cycle vs your baseline,site_bottleneck
EXC002,OP1018,2025-05-03 15:15:00,0.6362446123499089,mildly elevated vs baseline: idle ratio 75% vs your usual 33%,site_bottleneck
EXC002,OP1021,2025-04-01 09:30:00,0.6496592764776119,11 belt-unfastened minute(s) this window; high fuel per cycle vs your baseline,unclassified
EXC002,OP1021,2025-04-01 11:00:00,0.6464620212172086,idle ratio 100% vs your usual 34%; 15 belt-unfastened minute(s) this window,unclassified
EXC002,OP1021,2025-04-01 13:00:00,0.6391979583696886,idle ratio 87% vs your usual 34%; 13 belt-unfastened minute(s) this window,unclassified
EXC002,OP1021,2025-04-01 14:15:00,0.6123693866600391,high fuel per cycle vs your baseline,unclassified
EXC002,OP1021,2025-04-27 11:15:00,0.6220571075418637,high fuel per cycle vs your baseline,unclassified
EXC002,OP1021,2025-04-27 11:30:00,0.610240121757107,high fuel per cycle vs your baseline,unclassified
EXC002,OP1021,2025-04-27 12:15:00,0.6523782693340826,idle ratio 87% vs your usual 34%; 13 belt-unfastened minute(s) this window,unclassified
EXC002,OP1021,2025-04-27 13:15:00,0.6562167990355812,12 belt-unfastened minute(s) this window; high fuel per cycle vs your baseline,operator_habit
EXC002,OP1021,2025-04-27 14:15:00,0.609496226215281,10 belt-unfastened minute(s) this window,operator_habit
EXC002,OP1021,2025-04-27 17:45:00,0.6065462969924789,unusually low load-cycle throughput this window,unclassified
EXC002,OP1022,2025-04-09 00:45:00,0.635926724034658,15 belt-unfastened minute(s) this window,unclassified
EXC002,OP1022,2025-04-09 01:00:00,0.6371284944494267,15 belt-unfastened minute(s) this window,unclassified
EXC002,OP1022,2025-04-09 01:45:00,0.6513230191252114,15 belt-unfastened minute(s) this window,unclassified
EXC002,OP1022,2025-04-09 02:00:00,0.6449329766116944,15 belt-unfastened minute(s) this window,unclassified
EXC002,OP1022,2025-04-09 02:15:00,0.6363622233536036,15 belt-unfastened minute(s) this window,unclassified
EXC002,OP1023,2025-04-03 08:00:00,0.6019433523133632,idle ratio 100% vs your usual 28%,unclassified
EXC002,OP1024,2025-04-13 08:00:00,0.6313198844086514,idle ratio 100% vs your usual 12%,unclassified
EXC002,OP1025,2025-05-06 11:45:00,0.6455025709317069,15 belt-unfastened minute(s) this window,unclassified
EXC002,OP1025,2025-05-06 12:00:00,0.635501697761251,15 belt-unfastened minute(s) this window,unclassified
EXC002,OP1025,2025-05-06 14:15:00,0.6353235217792523,15 belt-unfastened minute(s) this window,unclassified
EXC002,OP1025,2025-05-06 14:30:00,0.6338920284563196,15 belt-unfastened minute(s) this window,unclassified
EXC002,OP1025,2025-05-06 14:45:00,0.6453694770862808,15 belt-unfastened minute(s) this window,unclassified
EXC002,OP1025,2025-05-06 15:00:00,0.6317386187138763,15 belt-unfastened minute(s) this window,unclassified
EXC002,OP1025,2025-05-06 15:15:00,0.6350667873495278,15 belt-unfastened minute(s) this window,unclassified
EXC002,OP1025,2025-05-08 10:00:00,0.6380496430266414,15 belt-unfastened minute(s) this window,unclassified
EXC002,OP1025,2025-05-08 10:15:00,0.639179754946748,15 belt-unfastened minute(s) this window,unclassified
EXC002,OP1026,2025-05-22 21:45:00,0.6348074456541836,15 belt-unfastened minute(s) this window,unclassified
EXC002,OP1026,2025-05-22 22:00:00,0.6462031992553295,15 belt-unfastened minute(s) this window,unclassified
EXC002,OP1026,2025-05-22 22:15:00,0.6496028551758499,15 belt-unfastened minute(s) this window,unclassified
EXC002,OP1026,2025-05-23 01:45:00,0.6354966102367502,15 belt-unfastened minute(s) this window,unclassified
EXC002,OP1026,2025-05-23 02:00:00,0.6388120775053978,15 belt-unfastened minute(s) this window,unclassified
EXC002,OP1026,2025-05-25 19:45:00,0.6173585247799923,mildly elevated vs baseline: 5 belt-unfastened minute(s) this window,unclassified
EXC002,OP1026,2025-05-26 00:00:00,0.6363552728407667,15 belt-unfastened minute(s) this window,unclassified
EXC002,OP1026,2025-05-26 01:15:00,0.6788627841716426,14 belt-unfastened minute(s) this window,unclassified
EXC002,OP1026,2025-05-26 02:00:00,0.6387164785412417,15 belt-unfastened minute(s) this window,unclassified
EXC002,OP1026,2025-05-26 03:30:00,0.6379204424619658,mildly elevated vs baseline: idle ratio 100% vs your usual 62%,unclassified
EXC002,OP1027,2025-05-16 09:00:00,0.646794293376652,9 belt-unfastened minute(s) this window; high fuel per cycle vs your baseline,unclassified
EXC002,OP1029,2025-03-22 09:30:00,0.6719679923960816,idle ratio 93% vs your usual 31%; 14 belt-unfastened minute(s) this window,unclassified
EXC002,OP1029,2025-06-13 09:45:00,0.6599261346371728,11 belt-unfastened minute(s) this window; high fuel per cycle vs your baseline,unclassified
EXC002,OP1030,2025-04-30 11:30:00,0.6229669042954239,high fuel per cycle vs your baseline,unclassified
EXC002,OP1030,2025-04-30 12:00:00,0.6262757092094975,high fuel per cycle vs your baseline,unclassified
EXC002,OP1030,2025-04-30 13:30:00,0.6500285675784173,11 belt-unfastened minute(s) this window; high fuel per cycle vs your baseline,site_bottleneck
EXC002,OP1030,2025-05-10 08:30:00,0.6390282198178405,idle ratio 100% vs your usual 32%; 15 belt-unfastened minute(s) this window,unclassified
EXC002,OP1030,2025-05-10 11:00:00,0.6477729470823389,idle ratio 80% vs your usual 32%; 12 belt-unfastened minute(s) this window,site_bottleneck
EXC002,OP1030,2025-05-10 14:00:00,0.6545645723072427,idle ratio 80% vs your usual 32%; 12 belt-unfastened minute(s) this window; high fuel per cycle vs your baseline,site_bottleneck
EXC002,OP1030,2025-05-29 10:00:00,0.6702489505924769,idle ratio 80% vs your usual 32%; 12 belt-unfastened minute(s) this window; high fuel per cycle vs your baseline,unclassified
EXC002,OP1030,2025-05-29 11:45:00,0.6651742078199929,11 belt-unfastened minute(s) this window; high fuel per cycle vs your baseline,site_bottleneck
EXC002,OP1031,2025-06-03 08:00:00,0.6540608802805616,idle ratio 100% vs your usual 13%,unclassified
EXC002,OP1031,2025-06-03 14:15:00,0.6436096909242058,7 belt-unfastened minute(s) this window; high fuel per cycle vs your baseline,unclassified
EXC002,OP1032,2025-04-05 20:00:00,0.6430501086754601,idle ratio 100% vs your usual 15%,unclassified
EXC002,OP1032,2025-04-24 19:45:00,0.6003941375679934,idle ratio 100% vs your usual 15%,unclassified
EXC002,OP1034,2025-05-27 07:45:00,0.6075356633756979,idle ratio 100% vs your usual 14%,unclassified
EXC002,OP1034,2025-05-27 15:30:00,0.6005900870299216,unusually low load-cycle throughput this window,unclassified
EXC002,OP1035,2025-06-02 08:15:00,0.6534496679877528,idle ratio 87% vs your usual 33%; 13 belt-unfastened minute(s) this window,operator_habit
EXC002,OP1037,2025-06-06 19:45:00,0.6370679997018603,idle ratio 100% vs your usual 14%; 5 belt-unfastened minute(s) this window,unclassified
EXC002,OP1037,2025-06-07 04:15:00,0.6398284543973021,unusually low load-cycle throughput this window,unclassified
EXC002,OP1039,2025-04-11 08:45:00,0.6475331196782573,idle ratio 80% vs your usual 31%; 12 belt-unfastened minute(s) this window; high fuel per cycle vs your baseline,site_bottleneck
EXC002,OP1040,2025-05-05 08:15:00,0.6296761116480365,idle ratio 100% vs your usual 14%,unclassified
EXC003,OP1001,2025-04-29 07:45:00,0.6594031775341402,idle ratio 100% vs your usual 33%,unclassified
EXC003,OP1001,2025-04-29 09:45:00,0.6535664273168867,idle ratio 80% vs your usual 33%; 12 belt-unfastened minute(s) this window; high fuel per cycle vs your baseline,unclassified
EXC003,OP1001,2025-04-29 11:15:00,0.6572807781282827,11 belt-unfastened minute(s) this window; high fuel per cycle vs your baseline,site_bottleneck
EXC003,OP1001,2025-04-29 11:30:00,0.6352553416887822,idle ratio 100% vs your usual 33%; 15 belt-unfastened minute(s) this window,unclassified
EXC003,OP1001,2025-04-29 13:00:00,0.6548020481336467,11 belt-unfastened minute(s) this window; high fuel per cycle vs your baseline,site_bottleneck
EXC003,OP1001,2025-04-29 15:15:00,0.6605868426358213,11 belt-unfastened minute(s) this window; high fuel per cycle vs your baseline,unclassified
EXC003,OP1001,2025-05-24 11:30:00,0.662485024699231,idle ratio 80% vs your usual 33%; 12 belt-unfastened minute(s) this window; high fuel per cycle vs your baseline,operator_habit
EXC003,OP1001,2025-05-24 11:45:00,0.6407667341528646,idle ratio 100% vs your usual 33%; 15 belt-unfastened minute(s) this window,unclassified
EXC003,OP1001,2025-05-24 15:30:00,0.6531416069883798,idle ratio 100% vs your usual 33%; 15 belt-unfastened minute(s) this window,site_bottleneck
EXC003,OP1001,2025-05-26 08:00:00,0.6092202026806668,idle ratio 83% vs your usual 33%,unclassified
EXC003,OP1001,2025-05-26 10:30:00,0.6579106143036368,11 belt-unfastened minute(s) this window; high fuel per cycle vs your baseline,operator_habit
EXC003,OP1001,2025-05-26 10:45:00,0.658724378259328,idle ratio 87% vs your usual 33%; 13 belt-unfastened minute(s) this window,unclassified
EXC003,OP1001,2025-05-26 11:00:00,0.6683905823251517,idle ratio 80% vs your usual 33%; 12 belt-unfastened minute(s) this window; high fuel per cycle vs your baseline,site_bottleneck
EXC003,OP1001,2025-05-26 11:15:00,0.6369080579769867,idle ratio 100% vs your usual 33%; 15 belt-unfastened minute(s) this window,unclassified
EXC003,OP1001,2025-05-26 11:30:00,0.6381331458913417,idle ratio 100% vs your usual 33%; 15 belt-unfastened minute(s) this window,unclassified
EXC003,OP1001,2025-05-26 11:45:00,0.6445341675873211,idle ratio 100% vs your usual 33%; 15 belt-unfastened minute(s) this window,unclassified
EXC003,OP1001,2025-05-26 12:00:00,0.6627100687629192,idle ratio 80% vs your usual 33%; 12 belt-unfastened minute(s) this window; high fuel per cycle vs your baseline,unclassified
EXC003,OP1001,2025-05-26 12:45:00,0.6567339206025936,idle ratio 80% vs your usual 33%; 12 belt-unfastened minute(s) this window; high fuel per cycle vs your baseline,operator_habit
EXC003,OP1001,2025-05-26 13:00:00,0.6407157933407731,idle ratio 100% vs your usual 33%; 15 belt-unfastened minute(s) this window,unclassified
EXC003,OP1001,2025-05-26 14:15:00,0.6443742410455867,idle ratio 100% vs your usual 33%; 15 belt-unfastened minute(s) this window,unclassified
EXC003,OP1001,2025-05-26 15:00:00,0.6656297365838227,11 belt-unfastened minute(s) this window; high fuel per cycle vs your baseline,unclassified
EXC003,OP1001,2025-05-26 15:45:00,0.6780775082582545,idle ratio 93% vs your usual 33%; 14 belt-unfastened minute(s) this window,operator_habit
EXC003,OP1001,2025-05-26 17:00:00,0.6010931224584684,unusually low load-cycle throughput this window,unclassified
EXC003,OP1001,2025-05-30 08:00:00,0.6465354658754013,idle ratio 100% vs your usual 33%,unclassified
EXC003,OP1001,2025-05-30 15:30:00,0.683918579341664,idle ratio 93% vs your usual 33%; 14 belt-unfastened minute(s) this window,site_bottleneck
EXC003,OP1001,2025-05-30 16:45:00,0.6071434254660941,idle ratio 82% vs your usual 33%,site_bottleneck
EXC003,OP1002,2025-04-09 09:00:00,0.6780973633350447,12 belt-unfastened minute(s) this window; high fuel per cycle vs your baseline,site_bottleneck
EXC003,OP1002,2025-04-09 11:45:00,0.6544358304690638,15 belt-unfastened minute(s) this window,unclassified
EXC003,OP1002,2025-04-09 12:00:00,0.6469500153124657,15 belt-unfastened minute(s) this window,unclassified
EXC003,OP1002,2025-04-09 12:15:00,0.6432652029411289,15 belt-unfastened minute(s) this window,unclassified
EXC003,OP1002,2025-04-09 12:30:00,0.6482572733226455,15 belt-unfastened minute(s) this window,unclassified
EXC003,OP1002,2025-04-09 13:15:00,0.6542661720141881,15 belt-unfastened minute(s) this window,unclassified
EXC003,OP1002,2025-04-09 13:30:00,0.6397021175091095,15 belt-unfastened minute(s) this window,unclassified
EXC003,OP1002,2025-04-09 15:00:00,0.6578171137262655,15 belt-unfastened minute(s) this window,unclassified
EXC003,OP1002,2025-04-09 15:15:00,0.6383490584870114,15 belt-unfastened minute(s) this window,unclassified
EXC003,OP1002,2025-04-09 15:30:00,0.6471616951509125,15 belt-unfastened minute(s) this window,unclassified
EXC003,OP1002,2025-04-14 08:45:00,0.6504108043124922,15 belt-unfastened minute(s) this window,unclassified
EXC003,OP1002,2025-04-14 12:45:00,0.6407417231405653,15 belt-unfastened minute(s) this window,unclassified
EXC003,OP1002,2025-04-14 13:00:00,0.6722867059439914,12 belt-unfastened minute(s) this window; high fuel per cycle vs your baseline,unclassified
EXC003,OP1002,2025-04-14 14:45:00,0.6481906213352855,12 belt-unfastened minute(s) this window,site_bottleneck
EXC003,OP1002,2025-04-14 15:00:00,0.647838983799541,15 belt-unfastened minute(s) this window,unclassified
EXC003,OP1002,2025-04-14 15:15:00,0.6403873552071789,mildly elevated vs baseline: idle ratio 100% vs your usual 61%,unclassified
EXC003,OP1003,2025-06-07 03:00:00,0.6273768620281981,idle ratio 100% vs your usual 28%,unclassified
EXC003,OP1005,2025-05-25 07:45:00,0.6134132025016971,idle ratio 100% vs your usual 15%,unclassified
EXC003,OP1006,2025-06-02 15:45:00,0.6566712025459216,unusually low load-cycle throughput this window,unclassified
EXC003,OP1007,2025-03-17 08:30:00,0.6003833415488264,high fuel per cycle vs your baseline,operator_habit
EXC003,OP1007,2025-03-17 09:15:00,0.6549146470793437,11 belt-unfastened minute(s) this window; high fuel per cycle vs your baseline,operator_habit
EXC003,OP1007,2025-03-17 09:30:00,0.6388181086104215,15 belt-unfastened minute(s) this window,unclassified
EXC003,OP1007,2025-03-17 14:00:00,0.652194030597425,11 belt-unfastened minute(s) this window; high fuel per cycle vs your baseline,unclassified
EXC003,OP1008,2025-03-23 08:45:00,0.6766465898175236,14 belt-unfastened minute(s) this window,site_bottleneck
EXC003,OP1008,2025-03-23 09:00:00,0.6486594853480165,15 belt-unfastened minute(s) this window,unclassified
